Page,Key,English,Arabic (Current),Arabic (Corrected),Notes
realEstate,successTitle,Pilot Request Submitted,تمّ إرسال طلب المشروع التجريبي,,
realEstate,uc1Desc,"Launch a 500-unit tower with VIP Access Keys for your top 200 prospects. Each card unlocks a portal showing their preferred floor, view orientation, and payment plan — before a single phone call is made. Your sales team sees who opened the portal, what they viewed, and who is ready for a callback.",أطلِق برجًا من ٥٠٠ وحدة مع مفاتيح وصول VIP لأفضل ٢٠٠ عميل لديك. كلّ بطاقة تفتح بوّابة تعرض الطابق المفضّل واتجاه الإطلالة وخطّة السداد — قبل إجراء أيّ مكالمة هاتفية. يرى فريق مبيعاتك من فتح البوّابة وماذا شاهد ومن هو جاهز لإعادة الاتصال.,,
realEstate,uc1Tag1,Floor Selection,اختيار الطابق,,
realEstate,uc1Tag2,Pre-Launch Access,وصول ما قبل الإطلاق,,
realEstate,uc1Tag3,Payment Plans,خطط السداد,,
realEstate,uc1Tag4,Buyer Scoring,تقييم المشتري,,
realEstate,uc1Title,Pre-Construction Sales,مبيعات ما قبل الإنشاء,,
realEstate,uc2Desc,"For $5M+ listings, every touchpoint must reflect the calibre of the property. A premium brushed-metal NFC card delivered in a branded box positions the listing as exclusive. The buyer portal showcases private photography, video walkthroughs, and neighborhood data — all personalized to the recipient.",للعقارات التي تتجاوز قيمتها ٥ ملايين دولار، يجب أن تعكس كلّ نقطة اتصال مستوى العقار. بطاقة NFC معدنية مصقولة في علبة تحمل العلامة التجارية تُبرز حصرية العقار. بوّابة المشتري تستعرض تصويرًا خاصًّا وجولات مرئية وبيانات الحيّ — مخصَّصة بالكامل للمتلقّي.,,
realEstate,uc2Tag1,White-Glove Experience,تجربة فائقة الرقيّ,,
realEstate,uc2Tag2,Premium Presentation,عرض متميّز,,
realEstate,uc2Tag3,Private Media,وسائط خاصّة,,
realEstate,uc2Tag4,Concierge Sales,مبيعات بمستوى الكونسيرج,,
realEstate,uc2Title,Luxury Resale,إعادة بيع العقارات الفاخرة,,
realEstate,uc3Desc,"Run a campaign across 50 high-value prospects this quarter. Each receives a VIP Access Key linked to your current inventory. Track which prospects engage, which listings they view repeatedly, and trigger sales alerts when engagement spikes. This is targeted outreach with built-in intelligence.",نفِّذ حملة تستهدف ٥٠ عميلًا ذا قيمة عالية هذا الربع. يتلقّى كلّ منهم مفتاح وصول VIP مرتبطًا بمخزونك الحالي من العقارات. تتبَّع من يتفاعل وأيّ العقارات يعاود مشاهدتها، وفعِّل تنبيهات البيع عند ارتفاع معدّل التفاعل. هذا تواصل موجَّه مزوَّد بذكاء مُدمَج.,,
realEstate,uc3Tag1,Campaign Tracking,تتبّع الحملة,,
realEstate,uc3Tag2,Multi-Listing,عقارات متعدّدة,,
realEstate,uc3Tag3,Engagement Alerts,تنبيهات التفاعل,,
realEstate,uc3Tag4,Pipeline Intelligence,ذكاء خطّ المبيعات,,
realEstate,uc3Title,Brokerage VIP Campaigns,حملات VIP لشركات الوساطة,,
realEstate,uc4Desc,"For overseas investors who can't visit the sales center, the VIP Access Key bridges the distance. Multi-language portals with virtual tours, floor plans, and pricing — all tracked. Your sales team in Vancouver knows the moment a buyer in Dubai opens their portal at 2am local time.",للمستثمرين في الخارج الذين لا يستطيعون زيارة مركز المبيعات، يُقرّب مفتاح الوصول VIP المسافة. بوّابات متعدّدة اللغات تتضمّن جولات افتراضية ومخطّطات طابقية وأسعارًا — وكلّها تحت المراقبة. يعرف فريق مبيعاتك في فانكوفر لحظة فتح مشترٍ في دبي لبوّابته في الثانية صباحًا بتوقيته المحلّي.,,
realEstate,uc4Tag1,Multi-Language,متعدّد اللغات,,
realEstate,uc4Tag2,Virtual Tours,جولات افتراضية,,
realEstate,uc4Tag3,Time Zone Aware,مراعاة المنطقة الزمنية,,
realEstate,uc4Tag4,Cross-Border Sales,مبيعات عابرة للحدود,,
realEstate,uc4Title,International Buyers,المشترون الدوليّون,,
realEstate,ucDesc,DynamicNFC adapts to every sales scenario in real estate.,يتكيّف DynamicNFC مع كلّ سيناريو مبيعات في القطاع العقاري.,,
realEstate,ucLabel,Use Cases,حالات الاستخدام,,
realEstate,ucTitle,From Tower Launches to Luxury Resale,من إطلاق الأبراج إلى إعادة بيع العقارات الفاخرة,,
portal:ahmedPortal,booking.afternoon,Afternoon (12PM-4PM),ظهراً (١٢:٠٠ – ٤:٠٠),,
portal:ahmedPortal,booking.date,Preferred Date,التاريخ المفضّل,,
portal:ahmedPortal,booking.email,Email Address,البريد الإلكتروني,,
portal:ahmedPortal,booking.evening,Evening (4PM-7PM),مساءً (٤:٠٠ – ٧:٠٠),,
portal:ahmedPortal,booking.morning,Morning (9AM-12PM),صباحاً (٩:٠٠ – ١٢:٠٠),,
portal:ahmedPortal,booking.name,Full Name,الاسم الكامل,,
portal:ahmedPortal,booking.note,Your information is protected. Your family advisor will contact you within 24 hours.,معلوماتكم محميّة بالكامل. سيتواصل معكم مستشاركم العائلي خلال ٢٤ ساعة.,,
portal:ahmedPortal,booking.notes,Family Requirements,متطلّبات العائلة,,
portal:ahmedPortal,booking.phone,Phone Number,رقم الهاتف,,
portal:ahmedPortal,booking.preferred,Preferred Residence,المسكن المفضّل,,
portal:ahmedPortal,booking.submit,Request Family Viewing,طلب جولة معاينة عائلية,,
portal:ahmedPortal,booking.success,Family Viewing Request Submitted,تمّ تقديم طلب المعاينة العائلية بنجاح,,
portal:ahmedPortal,booking.successDesc,Thank you! Your family advisor will contact you within 24 hours to arrange a private tour including the community facilities.,شكراً لكم! سيتواصل معكم مستشاركم العائلي خلال ٢٤ ساعة لترتيب جولة خاصة تشمل جميع المرافق المجتمعية.,,
portal:ahmedPortal,booking.successRef,Reference,الرقم المرجعي,,
portal:ahmedPortal,booking.time,Preferred Time,الوقت المفضّل,,
portal:ahmedPortal,brochureModal.desc,Your personalized family brochure has been prepared with community details.,تمّ إعداد كتيّبكم العائلي المخصّص متضمّناً تفاصيل المجتمع السكني.,,
portal:ahmedPortal,brochureModal.download,Download Brochure PDF,تحميل الكتيّب بصيغة PDF,,
portal:ahmedPortal,brochureModal.downloading,Preparing your brochure...,جارٍ إعداد الكتيّب الخاص بكم...,,
portal:ahmedPortal,brochureModal.email,Send to Email,إرسال إلى البريد الإلكتروني,,
portal:ahmedPortal,brochureModal.includes,Brochure includes:,يتضمّن الكتيّب:,,
portal:ahmedPortal,brochureModal.items,"Detailed floor plans & specifications | Community & school directory | Family amenity overview | Investment analysis & payment plans | Location & connectivity map","مخطّطات تفصيلية ومواصفات فنية | دليل المجتمع السكني والمدارس المجاورة | نبذة شاملة عن المرافق العائلية | تحليل استثماري وخطط السداد المتاحة | خريطة الموقع وشبكة المواصلات",,
portal:ahmedPortal,brochureModal.ready,Brochure Ready,الكتيّب جاهز,,
portal:ahmedPortal,brochureModal.title,Family Brochure,الكتيّب العائلي,,
portal:ahmedPortal,compareModal.bedrooms,Bedrooms,غرف النوم,,
portal:ahmedPortal,compareModal.category,Category,الفئة,,
portal:ahmedPortal,compareModal.empty,Add residences to compare by clicking the compare icon on unit cards.,أضف المساكن التي ترغب في مقارنتها بالنقر على أيقونة المقارنة في بطاقات الوحدات.,,
portal:ahmedPortal,compareModal.feature,Feature,الميزة,,
portal:ahmedPortal,compareModal.floor,Floor,الطابق,,
portal:ahmedPortal,compareModal.price,Price,السعر,,
portal:ahmedPortal,compareModal.remove,Remove,إزالة,,
portal:ahmedPortal,compareModal.size,Size,المساحة,,
portal:ahmedPortal,compareModal.title,Compare Residences,مقارنة المساكن,,
portal:ahmedPortal,compareModal.view,View,الإطلالة,,
portal:ahmedPortal,dir,ltr,rtl,,
portal:ahmedPortal,floorPlanModal.balcony,Balcony / Garden,الشرفة / الحديقة,,
portal:ahmedPortal,floorPlanModal.bathrooms,Bathrooms,دورات المياه,,
portal:ahmedPortal,floorPlanModal.bedrooms,Bedrooms,غرف النوم,,
portal:ahmedPortal,floorPlanModal.disclaimer,Floor plans are indicative and may vary. Actual dimensions confirmed upon handover.,المخطّطات المعروضة استرشادية وقد تختلف عن التنفيذ الفعلي. تُعتمد الأبعاد النهائية عند التسليم.,,
portal:ahmedPortal,floorPlanModal.download,Download Floor Plan PDF,تحميل المخطّط بصيغة PDF,,
portal:ahmedPortal,floorPlanModal.kitchen,Kitchen,المطبخ,,
portal:ahmedPortal,floorPlanModal.living,Living Area,منطقة المعيشة,,
portal:ahmedPortal,floorPlanModal.master,Master Suite,الجناح الرئيسي,,
portal:ahmedPortal,floorPlanModal.title,Floor Plan,المخطّط الطابقي,,
portal:ahmedPortal,floorPlanModal.totalArea,Total Area,المساحة الإجمالية,,
portal:ahmedPortal,footer,This is a private family portal. Content is personalized for your exclusive access.,هذه بوابة عائلية خاصة. المحتوى مُعدّ حصرياً لتجربتكم الشخصية.,,
portal:ahmedPortal,hero.badge,Private Family Invitation,دعوة عائلية حصرية,,
portal:ahmedPortal,hero.cta,Explore Residences,استكشف المساكن,,
portal:ahmedPortal,hero.ctaSecondary,Schedule Family Viewing,احجز جولة معاينة عائلية,,
portal:ahmedPortal,hero.greeting,"Welcome,",أهلاً وسهلاً،,,
portal:ahmedPortal,hero.subtitle,"A curated collection of spacious family residences with premium community features, handpicked for those who value quality living for their loved ones.",مجموعة منتقاة بعناية من المساكن العائلية الرحبة ذات المرافق المجتمعية الراقية، صُمّمت خصيصاً لمن يولون اهتماماً بالغاً بجودة الحياة لأسرهم.,,
portal:ahmedPortal,hero.tagline,Your Family's Dream Residence,المسكن الذي تستحقّه عائلتكم,,
